"center";"Bat"
21985;0.482
21986;0.482
21987;0.482
21988;0.482
21989;0.482
21990;0.482
21991;0.482
21992;0.482
21993;0.963
21994;0.963
2210;2.409
21995;1.445
21996;1.445
21997;1.445
21998;1.445
21999;1.445
22000;1.445
22001;2.409
22002;2.409
22003;1.927
22004;2.409
2211;2.409
22005;2.89
22006;4.336
22007;4.336
22008;4.336
22009;2.89
22010;2.409
22011;2.409
22012;2.409
22013;1.927
22014;0.963
2212;2.409
22015;0.963
22016;0.963
22017;0.963
22018;0.963
22019;0.963
22020;0.482
22021;0.482
22022;0.482
22024;0.482
2213;3.854
22025;0.482
22026;0.963
22027;0.963
22028;0.963
22029;0.963
22030;0.963
22031;0.963
22032;0.482
22033;0.482
2214;3.372
22036;0.482
232;0.482
22037;0.482
22038;0.482
22039;0.482
22040;0.482
22041;0.482
22042;0.482
22043;0.482
22044;0.482
2215;2.89
2216;1.927
22056;0.482
22057;1.445
22058;1.445
22059;1.445
22060;1.927
22061;1.927
22062;1.927
22063;1.927
22064;1.927
2217;1.445
22065;1.927
22066;1.445
22067;1.445
22068;0.963
22069;0.482
22070;0.482
22071;0.482
22072;0.482
22073;0.482
2218;1.445
2219;1.445
2220;1.445
22099;0.482
22100;0.482
22101;0.482
22102;0.482
22103;0.963
22104;1.445
22105;1.927
22106;1.927
22107;1.927
22108;1.927
22109;2.409
22110;2.89
22111;2.89
22112;1.927
22113;1.445
22114;1.445
2222;0.482
22115;0.963
22116;1.445
22117;1.445
22118;0.963
22119;0.482
22120;0.482
22121;0.482
22122;0.482
22123;0.482
2223;0.482
22127;0.482
22128;0.482
22129;0.482
22130;0.482
22131;0.482
22132;0.482
22133;0.482
22134;0.482
2224;0.482
22135;0.482
22136;0.482
233;0.482
22137;0.482
22138;0.963
22139;1.927
22140;1.927
22141;1.927
22142;1.927
22143;1.927
22144;1.927
2225;0.482
22145;1.927
22146;0.963
22147;0.482
22148;0.482
22153;0.963
22154;0.963
2226;0.482
22155;0.963
22156;0.963
22157;2.409
22158;2.89
22159;2.89
22160;3.372
22161;4.336
22162;5.299
22163;10.117
22164;13.489
2227;0.482
22165;13.971
22166;16.379
22167;19.27
22168;19.752
22169;18.306
22170;16.861
22171;12.525
22172;10.117
22173;7.708
22174;4.817
2228;0.482
22175;2.409
22176;0.482
22177;0.482
22178;0.482
2229;0.482
22212;0.482
22213;0.482
22214;0.482
22215;0.482
22216;0.482
22217;0.482
22218;0.482
22219;0.482
22236;0.482
234;0.482
22237;0.482
22238;0.482
22239;0.482
22240;0.482
22241;0.482
22242;0.482
22243;0.482
22270;0.482
22271;0.482
22272;0.482
22273;0.482
22274;0.963
22275;0.963
22276;0.963
22277;1.445
22278;1.445
22279;1.445
22280;1.927
22281;1.927
22282;1.927
22283;1.927
22284;1.445
22285;0.963
22286;0.963
22287;0.963
22288;0.963
22289;0.963
22290;0.963
22291;0.963
22292;1.445
22293;1.445
22294;0.963
22295;0.963
22296;0.963
22297;0.482
22298;0.482
22299;0.482
22300;0.482
22301;0.963
22302;0.963
22303;1.445
22304;0.963
22305;0.963
22306;1.445
22307;1.445
22308;1.445
22309;0.963
22310;0.963
22311;0.482
22312;0.482
22313;0.482
22317;0.482
22318;0.482
22319;0.482
22320;0.482
22321;0.482
22322;0.482
22323;1.445
22324;1.445
22325;0.963
22326;0.963
22327;0.963
22328;0.963
22329;0.963
22330;0.963
235;0.482
22339;0.482
22340;0.963
22341;1.445
22342;1.445
22343;1.445
22344;1.445
22345;1.445
22346;1.445
22347;1.445
22348;1.445
22349;0.482
22383;0.482
22384;0.482
22385;0.482
22386;0.482
22387;0.963
22388;1.927
22389;5.781
22390;6.263
22391;6.263
22392;6.263
22393;6.263
22394;8.19
22395;10.598
22396;12.044
22397;9.635
22398;8.19
22399;8.671
22400;9.153
22401;9.153
22402;7.708
22403;4.817
22404;2.89
22405;1.927
22406;1.445
22407;0.963
22408;0.482
2252;0.482
2253;0.482
22431;0.482
22432;0.482
22433;0.482
22434;0.482
2254;0.482
22435;0.963
22436;0.963
22437;0.963
22438;0.963
22439;0.482
22440;0.482
22441;0.482
22442;0.482
2255;0.482
22450;0.482
22451;0.482
22452;0.963
22453;0.963
22454;0.963
2256;0.482
22455;0.963
22456;0.963
22457;0.963
22458;0.482
22459;0.482
2257;0.482
22466;0.482
22467;0.482
22468;0.482
22469;0.482
2258;0.482
22480;0.482
22481;0.482
22482;0.963
22483;1.445
22484;2.409
2259;0.482
22485;2.409
22486;2.409
22487;2.409
22488;1.927
22489;1.927
22490;2.409
22491;2.409
22492;0.963
22493;0.963
22494;0.963
22495;0.963
22496;0.963
22497;0.963
22498;0.963
22499;0.482
22500;0.482
22502;0.963
22503;0.963
22504;0.963
22505;0.963
22506;0.963
22507;0.963
22508;0.963
22509;0.963
22510;0.963
22511;0.963
22513;0.482
22514;0.482
2262;0.482
22515;0.482
22516;0.482
22517;0.482
22518;0.482
22519;0.963
22520;0.963
22521;0.482
22522;0.482
22523;0.482
22524;0.482
2263;0.482
22525;0.482
22526;0.482
22531;0.482
22532;0.482
22533;0.482
22534;0.482
2264;0.482
22535;0.482
22536;0.482
22537;0.482
22538;0.482
22539;0.482
22540;0.482
22541;0.482
2265;0.482
22547;0.963
22548;0.963
22549;0.963
22550;0.963
22551;0.963
22552;0.963
22553;0.963
22554;0.963
2266;0.482
22560;0.482
22561;0.482
22562;0.482
22563;0.482
22564;0.482
2267;0.963
22565;0.482
22566;0.482
22567;0.482
2268;1.445
22578;0.963
22579;0.963
22580;0.963
22581;0.963
22582;0.963
22583;0.963
22584;0.963
2269;1.445
22585;0.963
2270;0.963
22602;0.482
22603;0.482
22604;0.482
2271;0.963
22605;0.482
22606;0.482
22607;0.482
22608;0.482
22609;0.482
22610;0.482
22611;0.482
22612;0.482
22613;0.482
22614;0.482
2272;1.445
22615;0.482
22616;0.482
22617;0.482
22618;0.482
2273;1.445
22626;0.482
22627;0.482
22628;0.482
22629;0.482
22630;0.482
22631;0.482
22632;0.482
22633;0.482
2274;2.409
22635;0.482
22636;0.482
22637;0.482
22638;0.482
22639;0.482
22640;0.482
22641;0.482
22642;0.482
2275;2.89
22646;0.482
22647;0.482
22648;0.482
22649;0.482
22650;0.482
22651;0.963
22652;0.963
22653;0.963
22654;0.482
2276;2.409
22655;0.482
22656;0.482
22657;0.482
22658;0.482
2277;1.927
2278;1.445
22681;0.963
22682;0.963
22683;1.927
22684;1.927
2279;1.445
22685;2.89
22686;2.89
22687;3.372
22688;3.372
22689;2.409
22690;2.89
22691;1.927
22692;2.409
22693;2.409
22694;1.445
2280;0.963
22695;0.963
22696;0.963
22697;0.963
22698;0.963
22699;0.482
2281;1.445
22711;0.482
22712;0.482
22713;0.963
22714;0.963
2282;0.963
22715;0.963
22716;0.963
22717;0.963
22718;0.963
22719;0.963
22720;0.963
2283;0.482
2284;0.482
22741;0.482
22742;0.482
22743;0.482
22744;0.482
2285;0.482
22745;0.482
22746;0.482
22747;0.482
22748;0.482
2286;0.482
22756;1.445
22757;1.445
22758;1.445
22759;1.927
22760;1.927
22761;1.927
22762;1.927
22763;1.927
22764;1.445
2287;0.482
22765;0.963
22766;0.963
22767;0.482
22768;0.963
22769;0.963
22770;0.963
22771;0.963
22772;0.963
22773;0.963
22774;0.482
2288;0.482
22775;0.482
22776;0.482
22778;0.482
22779;0.482
22780;0.482
22781;0.482
22782;0.482
22783;0.482
22784;0.482
2289;0.963
22785;0.482
2290;0.482
22799;0.482
22800;0.482
22801;0.482
22802;0.482
22803;0.963
22804;0.963
2291;0.482
22805;0.963
22806;0.963
22807;0.482
22808;0.482
22809;0.963
22810;1.445
22811;1.445
22812;1.927
22813;1.927
22814;1.445
2292;0.963
22815;1.445
22816;1.445
22817;1.927
22818;0.963
22819;0.963
22820;0.482
22821;0.482
22822;0.482
22823;0.963
22824;2.409
2293;0.963
22825;3.854
22826;4.336
22827;4.336
22828;4.336
22829;4.817
22830;4.817
22831;4.336
22832;3.372
22833;1.445
22834;0.963
2294;1.445
22835;0.963
22836;0.963
22837;1.445
22838;1.927
22839;1.927
22840;1.927
22841;2.409
22842;2.89
22843;2.89
22844;2.89
2295;1.927
22845;2.89
22846;1.445
22847;1.445
22848;1.445
22849;1.445
22850;0.482
22851;0.482
22852;0.482
2296;1.927
2297;1.445
2298;0.963
2299;0.963
22892;0.482
22893;0.482
22894;0.482
2300;0.482
22895;0.482
22896;0.482
22897;0.963
22898;0.963
22899;0.963
22900;0.482
22901;0.963
22902;0.963
22903;0.963
22904;0.963
2301;0.482
22905;0.963
22906;0.963
22907;0.482
22908;0.963
22909;0.963
22910;0.482
22911;0.482
22912;0.482
22913;0.482
22914;0.482
2302;0.482
22915;0.482
22916;0.482
22917;0.482
22925;0.482
22926;0.482
22927;0.482
22928;0.482
22929;0.482
22930;0.482
22931;0.482
22932;0.482
22940;0.482
22941;0.482
22942;0.482
22943;0.482
22944;0.482
22945;0.482
22946;0.482
22947;0.482
22958;0.482
22959;0.482
22960;0.482
22961;0.482
22962;0.482
22963;0.482
22964;0.482
22965;0.482
22998;0.482
22999;0.482
23000;0.482
23001;0.482
23002;0.482
23003;0.482
23004;0.963
2311;0.482
23005;0.963
23006;0.482
23007;0.482
23008;0.482
23009;0.482
23010;0.482
23011;0.482
23012;0.482
2312;0.963
23023;0.482
23024;0.482
2313;1.445
23025;0.482
23026;0.482
23027;0.482
23028;0.482
23029;0.963
23030;0.963
23031;0.482
23032;0.482
23033;0.963
23034;0.963
2314;1.445
23035;0.963
23036;0.963
23037;0.482
23038;0.482
23039;0.482
23040;0.482
23041;0.482
23042;0.482
23043;0.482
23044;0.963
2315;1.927
23045;1.927
23046;1.927
23047;1.927
23048;1.927
23049;1.445
23050;1.445
23051;1.445
23052;1.445
2316;2.409
2317;2.89
23065;0.482
23066;0.482
23067;0.482
23068;0.482
23069;0.963
23070;0.963
23071;0.963
23072;0.963
23073;0.963
23074;0.482
2318;2.89
23075;0.482
23076;0.482
23084;0.482
2319;3.854
23085;0.482
23086;0.482
23087;0.482
23088;0.482
23089;0.482
23090;0.482
23091;0.482
2320;3.854
23102;0.482
23103;0.482
23104;0.963
2321;3.854
23105;1.927
23106;1.927
23107;1.927
23108;1.927
23109;1.927
23110;1.445
23111;1.445
23112;0.963
23113;0.963
23114;0.963
2322;3.372
23115;0.963
23116;0.482
23117;0.482
23118;0.482
23119;0.482
23120;0.482
23121;0.482
23122;0.482
2323;2.409
2324;1.927
23136;0.482
23137;0.482
23138;0.482
23139;0.482
23140;0.482
23141;0.482
23142;0.482
23143;0.482
2325;1.445
23147;0.482
23148;0.482
23149;0.963
23150;1.445
23151;1.445
23152;1.445
23153;1.445
23154;1.445
2326;1.445
23155;0.963
23156;1.445
23157;0.963
23158;0.482
23159;0.482
23160;0.482
23161;0.482
23162;0.963
23163;1.445
23164;1.445
2327;0.963
23165;1.927
23166;2.409
23167;2.409
23168;3.854
23169;3.854
23170;4.817
23171;5.299
23172;3.854
23173;3.372
23174;2.89
2328;0.482
23175;3.372
23176;1.927
23177;1.927
23178;0.963
23179;1.445
23180;1.445
23181;0.963
23182;1.927
23183;1.445
23184;1.445
23185;1.445
23186;1.445
23187;0.963
23188;0.963
23189;0.963
23190;0.482
23192;0.482
23193;0.482
23194;0.482
23195;0.482
23196;0.482
23197;0.482
23198;0.482
23199;0.482
23225;0.482
23226;0.482
23227;0.482
23228;0.482
23229;0.482
23230;0.482
23231;0.482
23232;0.963
23233;0.963
23234;0.482
23235;0.482
23236;0.482
23237;1.445
23238;1.445
23239;1.445
23240;0.963
23241;0.482
23242;0.963
23243;0.963
23244;0.963
23245;0.963
23246;0.482
23247;0.482
23248;0.482
23249;0.482
23259;0.482
23260;0.482
23261;0.963
23262;0.963
23263;0.482
23264;0.482
2337;0.482
23265;0.482
23266;0.482
23267;0.482
23268;0.482
2338;0.963
2339;0.963
23290;1.445
23291;1.445
23292;1.445
23293;1.445
23294;1.445
2340;0.963
23295;1.445
23296;1.445
23297;1.445
23298;1.445
2341;0.963
23311;0.963
23312;0.963
23313;0.963
23314;0.963
2342;0.963
23315;0.963
23316;0.963
23317;0.963
23318;0.963
2343;0.963
23327;0.482
23328;0.482
23329;0.482
23330;0.482
23331;0.482
23332;0.482
23333;0.963
23334;0.963
2344;0.963
23335;0.963
23336;0.482
23337;0.482
23338;0.482
23339;2.409
23340;2.89
23341;43.839
23342;43.839
23343;43.839
23344;43.839
2345;0.482
23345;44.321
23346;44.321
23347;43.357
23348;42.876
23349;0.963
23350;0.482
23351;0.482
23352;0.482
23363;0.482
23364;0.482
23365;0.482
23366;0.482
23367;0.963
23368;0.963
23369;0.963
23370;1.445
23371;0.963
23372;0.963
23373;1.445
23374;1.445
23375;0.963
23376;0.963
23377;0.963
23378;0.482
23379;0.482
23380;0.482
23381;0.482
23382;0.482
23384;0.482
23385;0.482
23386;0.482
23387;0.482
23388;0.482
23389;0.482
23390;0.963
23391;1.445
23392;0.963
23393;1.445
23394;1.445
23395;1.445
23396;1.445
23397;1.445
23398;0.963
23399;0.482
23400;0.482
23401;0.482
23402;0.482
23403;0.482
23404;0.482
23405;0.482
23406;0.482
23407;0.482
23408;0.482
23409;0.482
23415;0.482
23416;0.482
23417;0.482
23418;0.482
23419;0.963
23420;0.963
23421;0.963
23422;0.963
23423;0.963
23424;0.482
23425;0.482
23426;0.482
23431;0.482
23432;0.482
23433;0.482
23434;0.482
23435;0.963
23436;0.963
23437;0.963
23438;0.963
23439;0.482
23440;0.963
23441;0.963
23442;0.963
23443;0.482
23444;0.482
23445;0.482
23446;0.482
23447;0.482
23482;0.482
23483;0.482
23484;0.482
23485;0.482
23486;0.482
23487;0.482
23488;0.963
23489;0.963
23490;0.482
23491;0.482
23492;0.482
23493;0.482
23494;0.482
23495;0.482
23496;0.482
23519;0.482
23520;0.482
23521;0.482
23522;0.482
23523;0.482
23524;0.482
23525;0.482
23526;0.482
23534;0.963
23535;0.963
23536;0.963
23537;0.963
23538;0.963
23539;0.963
23540;0.963
23541;0.963
23542;0.482
23543;0.482
23544;0.482
23638;0.482
23639;0.482
23640;0.482
23641;0.482
23642;0.482
23643;0.482
23644;0.482
2375;0.482
23645;0.482
23646;0.482
2376;0.482
2377;0.482
23666;0.482
23667;0.482
23668;0.482
23669;0.482
23670;0.963
23671;0.963
23672;0.963
23673;1.445
23674;1.927
2378;0.482
23675;1.927
23676;1.927
23677;1.927
23678;1.445
23679;1.445
23680;1.445
23681;1.445
23682;0.963
23683;0.482
2379;0.482
2380;0.482
2381;0.482
23707;0.482
23708;0.963
23709;0.963
23710;0.963
23711;0.963
23712;0.963
23713;0.963
23714;0.963
2382;0.482
23715;0.482
23716;0.963
23717;0.963
23718;0.963
23719;0.963
23720;1.445
23721;1.445
23722;1.445
23723;1.445
23724;0.963
2383;0.482
23725;0.963
23726;0.963
23727;0.963
23728;0.963
23729;0.963
23730;0.963
23731;0.963
23732;0.963
23733;0.963
23734;0.482
23735;0.963
23736;0.482
23737;0.482
23738;0.482
23739;0.482
23740;0.482
23741;0.482
23742;0.963
23743;0.482
23744;0.482
23745;0.482
23746;0.482
23747;0.482
23748;0.482
23749;0.482
23762;0.482
23763;0.482
23764;0.482
23765;0.482
23766;0.482
23767;1.927
23768;1.927
23769;1.927
23770;1.927
23771;1.445
23772;1.445
23773;1.445
23774;1.445
23775;0.963
23783;0.482
23784;0.482
23785;0.482
23786;0.482
23787;0.482
23788;0.482
23789;0.482
23790;0.482
23791;0.963
23792;0.963
23793;0.963
23794;0.963
23795;0.482
23796;0.482
23797;0.482
23798;0.482
23803;0.482
23804;0.963
23805;0.963
23806;0.963
23807;0.963
23808;0.963
23809;0.963
23810;0.963
23811;0.482
23812;0.482
23813;0.482
23814;0.482
23815;0.482
23817;0.482
23818;0.963
23819;0.963
23820;1.445
23821;1.445
23822;1.445
23823;1.445
23824;1.445
23825;1.927
23826;0.963
23827;0.963
23828;0.482
23829;0.482
23830;0.482
23831;0.482
23832;0.482
23833;0.482
23834;0.482
23835;0.482
23836;0.482
23837;0.482
23838;0.482
23839;0.482
23840;0.482
23841;0.963
23842;0.963
23843;0.482
23844;0.482
23845;0.482
23846;0.482
23847;0.482
23848;0.482
23851;0.482
23852;0.482
23853;0.482
23854;0.482
23855;0.482
23856;0.482
23857;0.482
23858;0.482
23880;0.482
23881;0.482
23882;0.482
23883;0.482
23884;0.963
23885;0.963
23886;0.963
23887;0.963
23888;0.482
23889;0.482
23890;0.963
23891;0.963
23892;0.963
23893;0.963
23894;0.963
23895;0.963
23896;0.963
23897;0.963
23898;0.482
23899;0.482
23900;0.482
23901;0.482
23912;0.963
23913;0.963
23914;1.445
23915;1.927
23916;1.927
23917;1.927
23918;1.927
23919;1.927
23920;0.963
23921;0.963
23922;1.927
23923;2.409
23924;2.409
23925;2.409
23926;2.89
23927;2.89
23928;2.89
23929;2.89
23930;2.89
23931;1.445
23932;0.963
23933;0.963
23934;0.482
2404;0.482
23935;0.482
23936;0.482
23938;0.482
23939;0.482
23940;0.482
23941;0.482
23942;0.482
23943;0.482
23944;0.963
2405;0.482
23945;0.963
23946;1.445
23947;1.445
23948;1.445
23949;1.927
23950;1.927
23951;2.89
23952;2.409
23953;2.409
23954;2.409
2406;0.482
23955;2.409
23956;3.372
23957;3.854
23958;3.854
23959;3.854
23960;4.336
23961;4.817
23962;5.299
23963;4.817
23964;5.781
2407;0.482
23965;5.299
23966;5.299
23967;5.299
23968;4.336
23969;3.372
23970;3.854
23971;3.854
23972;2.409
23973;2.409
23974;2.409
2408;0.482
23975;1.927
23976;1.445
23977;1.927
23978;1.927
23979;0.963
23980;0.963
23981;0.482
23982;0.482
23983;0.482
23984;0.482
2409;0.963
23985;0.963
23986;0.482
23987;0.963
23988;0.963
23989;0.963
23990;0.963
23991;0.963
23992;0.963
23993;0.963
23994;0.963
2410;0.963
23999;0.482
24000;0.482
24001;0.482
24002;0.482
24003;0.482
24004;0.482
2411;0.963
24005;0.482
24006;0.482
24007;0.482
24008;0.482
24009;0.482
24014;1.445
2412;0.482
24015;2.409
24016;2.409
24017;2.409
24018;2.409
24019;2.89
24020;2.89
24021;2.89
24022;2.89
24023;0.963
24024;0.963
2413;0.482
24025;0.963
24026;0.963
24027;1.445
24028;1.445
24029;0.963
24030;0.963
24031;0.482
24032;0.482
24033;0.482
24034;0.482
2414;0.482
2415;0.482
24048;0.482
24049;0.482
24050;0.482
24051;0.482
24052;0.482
24053;0.482
24054;0.482
2416;0.482
24055;0.482
2417;0.963
24065;2.89
24066;2.89
24067;4.817
24068;4.817
24069;4.817
24070;4.817
24071;4.817
24072;4.817
24073;4.817
24074;1.927
2418;0.482
24075;1.445
24076;0.963
2419;0.963
2420;0.963
2421;0.963
2422;0.963
24115;0.482
24116;0.482
24117;0.482
24118;0.482
24119;0.482
24120;0.482
24121;0.482
24122;0.482
24123;0.482
2423;0.963
2424;0.963
2425;0.482
24146;0.482
24147;0.482
24148;0.482
24149;0.482
24150;0.482
24151;0.482
24152;0.482
24153;0.482
2426;0.482
24158;0.963
24159;0.963
24160;0.963
24161;2.89
24162;2.89
24163;2.89
24164;2.89
24165;3.372
24166;2.89
24167;2.409
24168;2.409
24169;0.482
2428;0.482
24177;0.482
24178;0.482
24179;0.482
24180;0.482
24181;0.482
24182;0.482
24183;0.963
24184;0.963
2429;0.482
24185;0.482
24186;0.482
24187;0.482
24188;0.482
24189;0.482
24190;0.482
2430;0.482
2431;0.482
2432;0.963
2433;0.963
2434;1.445
24240;0.963
24241;1.445
24242;1.445
24243;1.445
24244;1.445
2435;1.445
24245;1.445
24246;1.445
24247;1.445
24248;1.445
24249;0.482
24250;0.482
24251;0.963
24252;0.963
24253;0.963
24254;0.963
2436;1.445
24255;1.445
24256;0.963
24257;0.963
24258;0.963
24259;0.963
24260;0.963
24261;0.963
24262;0.482
2437;1.445
24268;0.482
24269;0.963
24270;0.963
24271;0.963
24272;0.963
24273;0.963
24274;0.963
2438;1.445
24275;0.963
24276;0.963
24277;0.963
24278;0.963
24279;0.963
24280;0.963
24281;0.963
24282;0.963
24283;0.963
24284;0.482
2439;1.927
24293;0.482
24294;0.482
2440;1.445
24295;0.482
24296;0.482
24297;0.482
24298;0.482
24299;0.482
24300;0.482
24301;0.482
24302;0.482
24303;0.482
24304;0.482
2441;1.445
24305;0.482
24306;0.482
24307;0.482
24308;0.963
24309;0.963
24310;0.482
24311;0.482
24312;0.482
24313;0.482
24314;0.482
2442;0.963
24315;0.482
24318;0.482
24319;0.482
24320;0.482
24321;0.482
24322;0.482
24323;0.482
24324;0.482
2443;0.963
24325;0.482
24326;0.482
2444;0.963
2445;0.482
24347;0.482
24348;0.482
24349;0.482
24350;0.482
24351;0.482
24352;0.482
24353;0.482
24354;0.963
2446;0.482
24355;0.963
24356;0.963
24357;1.445
24358;1.445
24359;1.927
24360;1.927
24361;1.927
24362;1.445
24363;1.445
24364;1.445
24365;0.963
24366;0.963
24367;0.963
24368;1.445
24369;1.927
24370;1.927
24371;1.927
24372;1.927
24373;1.445
24374;1.445
24375;1.445
24376;0.482
24377;0.482
24378;0.482
24379;0.963
24380;0.963
24381;0.963
24382;0.963
24383;0.963
24384;0.963
2449;0.482
24385;0.963
24386;0.482
24388;0.482
24389;0.963
24390;0.963
24391;0.963
24392;0.963
24393;0.963
24394;0.963
2450;0.482
24395;0.963
24396;0.963
24397;0.963
24398;1.445
24399;1.445
24400;1.445
24401;1.445
24402;1.445
24403;1.445
24404;0.963
2451;0.482
24405;0.963
24406;0.482
2452;0.482
2453;0.482
2454;0.482
24439;0.482
24440;0.482
24441;0.482
24442;0.482
24443;0.482
24444;0.482
2455;0.482
24445;0.482
24446;0.482
2456;0.482
24474;0.963
24475;0.963
24476;0.963
24477;0.963
24478;0.963
24479;0.963
24480;0.963
24481;0.482
24482;0.482
24483;1.927
24484;1.927
24485;2.409
24486;2.409
24487;2.89
24488;2.89
24489;3.372
24490;2.89
24491;2.409
24492;1.927
24493;1.927
24494;4.336
24495;3.854
24496;3.854
24497;3.854
24498;3.372
24499;3.372
24500;3.372
24501;2.89
24502;1.445
24515;0.482
24516;0.482
24517;0.482
24518;0.482
24519;0.482
24520;0.482
24521;0.482
24522;0.482
24528;0.482
24529;0.482
24530;0.482
24531;0.482
24532;0.482
24533;0.482
24534;0.482
24535;0.482
2466;0.482
24557;0.482
24558;0.482
24559;0.482
24560;0.482
24561;0.482
24562;0.482
24563;0.482
24564;0.482
2467;0.482
24566;0.482
24567;0.482
24568;0.482
24569;0.482
24570;0.482
24571;0.482
24572;0.963
24573;0.963
24574;0.482
2468;0.482
24575;0.482
24576;0.482
24577;0.482
24578;0.482
24579;0.482
24580;0.482
2469;0.482
24585;0.482
24586;0.482
24587;0.482
24588;0.482
24589;0.482
24590;0.482
24591;0.482
24592;0.482
24593;0.482
24594;0.482
2470;0.482
24595;0.482
24596;0.482
24597;0.482
24598;0.482
24599;0.482
24600;0.963
24601;0.482
24602;0.482
24603;0.482
24604;0.482
2471;0.482
24605;0.963
24606;0.963
24607;1.445
24608;1.445
24609;1.927
24610;2.409
24611;2.409
24612;2.409
24613;1.927
24614;1.927
2472;0.482
24615;1.445
24616;1.445
24617;0.963
24618;0.963
2473;0.482
24627;0.482
24628;0.482
24629;0.482
24630;0.482
24631;0.482
24632;0.482
24633;0.963
24634;0.963
2474;0.963
24635;0.963
24636;0.482
24637;0.482
24638;0.963
24639;0.963
24640;0.963
24641;0.482
24642;0.482
2475;0.963
24647;0.482
24648;0.482
24649;0.482
24650;0.482
24651;0.482
24652;0.482
24653;0.482
24654;0.482
2476;0.482
24661;0.482
24662;0.482
24663;0.482
24664;0.482
2477;0.963
24665;0.482
24666;0.482
24667;0.482
24668;0.482
24669;0.482
24670;0.482
24671;0.482
24672;0.482
24673;0.482
24674;0.963
2478;0.963
24675;0.963
24676;0.963
24677;0.963
24678;0.963
24679;1.927
24680;2.409
24681;2.409
24682;2.89
24683;3.372
24684;2.89
2479;0.963
24685;2.409
24686;2.409
24687;1.445
24688;0.963
24689;0.963
24690;0.963
24691;0.482
24692;0.963
24693;0.963
24694;0.482
2480;1.445
24695;0.482
24696;0.963
24697;0.963
24698;0.963
24699;0.963
24700;0.482
24701;0.482
24702;0.482
24703;0.482
24704;0.482
2481;1.927
24705;0.482
24706;0.482
24707;0.482
24708;0.482
24709;0.482
24710;0.963
24711;0.963
24712;0.963
24713;0.482
24714;0.482
2482;1.445
24715;0.482
24716;0.482
24717;0.482
24718;0.482
2483;1.445
2484;1.445
24741;0.482
24742;0.482
24743;0.482
24744;1.445
2485;0.963
24745;1.445
24746;1.445
24747;1.445
24748;1.445
24749;0.963
24750;0.963
24751;1.445
24752;0.963
24753;0.963
24754;0.963
2486;0.963
24755;0.963
24756;0.963
24757;0.963
24758;0.963
24759;0.482
24764;0.482
2487;0.963
24765;0.482
24766;0.482
24767;0.482
24768;0.482
24769;0.482
24770;0.482
24771;0.482
2488;0.482
24777;0.482
24778;0.482
24779;0.482
24780;0.482
24781;0.482
24782;0.963
24783;0.963
24784;1.445
24785;0.963
24786;0.963
24787;0.963
24788;0.963
24789;0.963
24790;0.963
24791;0.963
24792;0.482
24793;0.963
24794;0.963
24795;0.963
24796;0.963
24797;1.445
24798;1.445
24799;1.445
24800;1.445
24801;1.445
24802;0.963
24803;0.963
24804;0.963
2491;0.482
24805;0.963
24806;0.963
24807;0.963
24808;0.482
24809;0.482
24810;0.482
24811;0.963
24812;0.482
24813;0.482
24814;0.482
2492;0.482
24815;0.482
24816;0.963
24817;0.963
24818;1.445
24819;1.445
24820;1.445
24821;1.445
24822;1.445
24823;1.445
24824;0.963
2493;0.482
24825;0.963
24826;0.482
2494;0.482
24841;0.963
24842;1.445
24843;1.445
24844;1.445
2495;0.482
24845;1.445
24846;2.409
24847;2.409
24848;2.409
24849;1.445
24850;1.445
24851;1.445
24852;1.445
24853;1.445
24854;0.482
2496;0.482
24855;0.963
24856;1.445
24857;1.445
24858;0.963
24859;0.963
24860;0.963
24861;1.445
24862;1.445
24863;0.963
24864;0.482
2497;0.482
24865;0.963
24866;1.445
24867;1.927
24868;1.927
24869;1.445
24870;1.445
24871;1.445
24872;1.445
24873;0.963
24874;1.445
2498;0.482
24875;0.482
24876;0.482
24877;0.963
24878;0.963
24879;0.963
24880;0.963
24881;0.963
24882;0.482
24883;0.482
24884;1.445
2499;0.482
24885;0.963
24886;0.963
24887;0.963
24888;0.963
24889;1.445
24890;1.445
24891;1.445
24892;0.482
24893;0.482
24894;0.482
24895;0.482
24896;0.482
24897;0.482
24913;1.445
24914;1.445
24915;1.445
24916;1.445
24917;1.445
24918;1.445
24919;1.445
24920;1.445
2503;0.482
2504;0.482
24939;0.482
24940;0.482
24941;0.482
24942;0.482
24943;0.482
24944;0.482
2505;0.482
24945;0.482
24946;0.482
2506;0.482
24962;0.482
24963;0.482
24964;0.482
2507;0.482
24965;0.963
24966;0.963
24967;1.445
24968;1.445
24969;1.445
24970;1.927
24971;1.445
24972;1.445
24973;0.963
24974;0.963
2508;0.482
24975;0.963
24976;0.482
24977;0.482
24984;0.482
2509;0.482
24985;0.482
24986;0.482
24987;0.482
24988;0.482
24989;0.482
24990;0.482
24991;0.482
2510;0.482
24996;0.482
24997;0.482
24998;0.482
24999;0.482
25000;0.963
25001;0.963
25002;0.963
25003;0.963
25019;0.482
25020;1.445
25021;1.445
25022;1.927
25023;2.409
25024;3.372
25025;4.817
25026;5.299
25027;7.226
25028;6.744
25029;6.744
25030;6.744
25031;6.263
25032;4.817
25033;3.854
25034;3.372
25035;1.445
25036;0.963
25037;0.482
25038;0.963
25039;0.482
25040;0.482
25041;0.482
25042;0.482
25043;0.482
25044;0.482
2515;0.482
25045;0.482
2516;0.482
2517;0.482
